Count,Install Year,Diameter,Material,Max CoF Factors,CoF,LoF,Risk Score,Asset ID
1,2010,24,RCP,Diameter,2,1,2,58422
1,2010,18,RCP,Diameter,2,1,2,58423
1,1990,18,RCP,Diameter,2,1,2,58443
1,1990,30,RCP,Diameter,2,1,2,58450
1,1990,30,RCP,Diameter,2,1,2,58452
1,1990,18,RCP,Diameter,2,1,2,58453
1,1990,24,RCP,Diameter,2,1,2,58463
1,1990,18,RCP,Diameter,2,1,2,58464
1,1990,18,RCP,Diameter,2,1,2,58465
1,1990,18,RCP,Diameter,2,1,2,58480
1,1990,18,RCP,Diameter,2,1,2,58485
1,1990,18,RCP,Diameter,2,1,2,58486
1,1990,24,RCP,Diameter,2,1,2,58489
1,1990,18,RCP,Diameter,2,1,2,58494
1,1990,18,RCP,Diameter,2,1,2,58499
1,1990,30,RCP,Diameter,2,1,2,58502
1,1990,18,RCP,Diameter,2,1,2,58504
1,1990,30,RCP,Diameter,2,1,2,58505
1,1990,30,RCP,Diameter,2,1,2,58510
1,1990,18,RCP,Diameter,2,1,2,58517
1,1990,18,RCP,Diameter,2,1,2,58519
1,1990,18,RCP,Diameter,2,1,2,58521
1,1990,24,RCP,Diameter,2,1,2,58524
1,1990,24,RCP,Diameter,2,1,2,58535
1,1990,18,RCP,Diameter,2,1,2,58538
1,1990,30,RCP,Diameter,2,1,2,58539
1,1990,18,RCP,Diameter,2,1,2,58540
1,1990,18,RCP,Diameter,2,1,2,58541
1,1990,18,RCP,Diameter,2,1,2,58544
1,1990,18,RCP,Diameter,2,1,2,58547
1,1990,18,RCP,Diameter,2,1,2,58549
1,1990,30,RCP,Diameter,2,1,2,58551
1,1990,18,RCP,Diameter,2,1,2,58552
1,1990,18,RCP,Diameter,2,1,2,58556
1,1990,24,RCP,Diameter,2,1,2,58557
1,1990,24,RCP,Diameter,2,1,2,58560
1,1990,18,RCP,Diameter,2,1,2,58566
1,1990,18,RCP,Diameter,2,1,2,58569
1,1990,18,RCP,Diameter,2,1,2,58574
1,1990,24,RCP,Diameter,2,1,2,58578
1,1990,24,RCP,Diameter,2,1,2,58581
1,1990,24,RCP,Diameter,2,1,2,58585
1,1990,24,RCP,Diameter,2,1,2,58588
1,1990,24,RCP,Diameter,2,1,2,58589
1,1990,24,RCP,Diameter,2,1,2,58590
1,1990,30,RCP,Diameter,2,1,2,58599
1,1990,18,VCP,Diameter,2,1,2,58617
1,1990,18,RCP,Diameter,2,1,2,58623
1,1990,18,RCP,Diameter,2,1,2,58625
1,1990,18,RCP,Diameter,2,1,2,58626
1,1990,24,RCP,Diameter,2,1,2,58627
1,1990,30,RCP,Diameter,2,1,2,58634
1,1990,18,RCP,Diameter,2,1,2,58643
1,1990,24,RCP,Diameter,2,1,2,58653
1,1990,18,RCP,Diameter,2,1,2,58654
1,1990,30,RCP,Diameter,2,1,2,58657
1,1990,24,RCP,Diameter,2,1,2,58658
1,1990,30,RCP,Diameter,2,1,2,58660
1,1990,30,RCP,Diameter,2,1,2,58663
1,1990,18,RCP,Diameter,2,1,2,58671
1,1990,30,RCP,Diameter,2,1,2,58672
1,1990,18,RCP,Diameter,2,1,2,58679
1,1990,18,RCP,Diameter,2,1,2,58685
1,1990,24,RCP,Diameter,2,1,2,58691
1,1990,30,RCP,Diameter,2,1,2,58692
1,1990,24,RCP,Diameter,2,1,2,58701
1,1990,24,RCP,Diameter,2,1,2,58704
1,1990,24,RCP,Diameter,2,1,2,58706
1,1990,30,RCP,Diameter,2,1,2,58727
1,1990,18,RCP,Diameter,2,1,2,58729
1,1990,24,RCP,Diameter,2,1,2,58735
1,1990,18,RCP,Diameter,2,1,2,58739
1,1990,18,RCP,Diameter,2,1,2,58740
1,1990,24,RCP,Diameter,2,1,2,58764
1,1990,24,RCP,Diameter,2,1,2,58765
1,1990,18,RCP,Diameter,2,1,2,58777
1,1990,18,RCP,Diameter,2,1,2,58780
1,1990,18,RCP,Diameter,2,1,2,58782
1,1990,18,RCP,Diameter,2,1,2,58784
1,1990,18,RCP,Diameter,2,1,2,58790
1,1990,18,RCP,Diameter,2,1,2,58805
1,1990,30,RCP,Diameter,2,1,2,58811
1,1990,30,RCP,Diameter,2,1,2,58812
1,1990,18,RCP,Diameter,2,1,2,58824
1,1990,24,VCP,Diameter,2,1,2,58827
1,1990,18,RCP,Diameter,2,1,2,58846
1,1990,24,RCP,Diameter,2,1,2,58849
1,1990,24,RCP,Diameter,2,1,2,58850
1,1990,24,RCP,Diameter,2,1,2,58853
1,1990,18,RCP,Diameter,2,1,2,58854
1,1990,24,RCP,Diameter,2,1,2,58855
1,1990,24,RCP,Diameter,2,1,2,58856
1,1990,18,RCP,Diameter,2,1,2,58857
1,1990,24,RCP,Diameter,2,1,2,58861
1,1990,18,RCP,Diameter,2,1,2,58866
1,1990,18,RCP,Diameter,2,1,2,58867
1,1990,18,RCP,Diameter,2,1,2,58869
1,1990,18,RCP,Diameter,2,1,2,58871
1,1990,30,RCP,Diameter,2,1,2,58873
1,1990,18,RCP,Diameter,2,1,2,58875
1,1990,18,RCP,Diameter,2,1,2,58880
1,1990,18,RCP,Diameter,2,1,2,58884
1,1990,18,RCP,Diameter,2,1,2,58900
1,1990,18,RCP,Diameter,2,1,2,58901
1,1990,24,RCP,Diameter,2,1,2,58909
1,1990,18,RCP,Diameter,2,1,2,58914
1,1990,18,RCP,Diameter,2,1,2,58915
1,1990,18,RCP,Diameter,2,1,2,58921
1,1990,30,RCP,Diameter,2,1,2,58923
1,1990,24,RCP,Diameter,2,1,2,58929
1,1990,24,RCP,Diameter,2,1,2,58930
1,1990,24,RCP,Diameter,2,1,2,58939
1,1990,18,RCP,Diameter,2,1,2,58943
1,1990,24,RCP,Diameter,2,1,2,58947
1,1990,18,RCP,Diameter,2,1,2,58952
1,1990,18,RCP,Diameter,2,1,2,58958
1,1990,18,RCP,Diameter,2,1,2,58959
1,1990,18,RCP,Diameter,2,1,2,58964
1,1990,18,RCP,Diameter,2,1,2,58967
1,1990,18,RCP,Diameter,2,1,2,58969
1,1990,24,RCP,Diameter,2,1,2,58971
1,1990,18,RCP,Diameter,2,1,2,58972
1,1990,18,RCP,Diameter,2,1,2,59009
1,1990,18,RCP,Diameter,2,1,2,59010
1,1990,18,RCP,Diameter,2,1,2,59011
1,1990,30,RCP,Diameter,2,1,2,59040
1,1990,24,RCP,Diameter,2,1,2,59053
1,1990,18,RCP,Diameter,2,1,2,59058
1,1990,18,RCP,Diameter,2,1,2,59065
1,1990,18,RCP,Diameter,2,1,2,59066
1,1990,18,RCP,Diameter,2,1,2,59072
1,1990,24,RCP,Diameter,2,1,2,59083
1,1990,30,RCP,Diameter,2,1,2,59092
1,1990,30,RCP,Diameter,2,1,2,59093
1,1990,18,RCP,Diameter,2,1,2,59097
1,1990,18,RCP,Diameter,2,1,2,59106
1,1990,24,RCP,Diameter,2,1,2,59107
1,1990,24,RCP,Diameter,2,1,2,59117
1,1990,24,RCP,Diameter,2,1,2,59118
1,1990,24,RCP,Diameter,2,1,2,59119
1,1990,18,RCP,Diameter,2,1,2,59123
1,1990,18,RCP,Diameter,2,1,2,59141
1,1990,18,RCP,Diameter,2,1,2,59142
1,1990,18,VCP,Diameter,2,1,2,59146
1,1990,30,CMP,Diameter,2,1,2,59147
1,1990,24,RCP,Diameter,2,1,2,59151
1,1990,18,RCP,Diameter,2,1,2,59154
1,1990,18,RCP,Diameter,2,1,2,59158
1,1990,18,RCP,Diameter,2,1,2,59167
1,1990,24,RCP,Diameter,2,1,2,59171
1,1990,24,RCP,Diameter,2,1,2,59176
1,1990,18,RCP,Diameter,2,1,2,59177
1,1990,18,RCP,Diameter,2,1,2,59180
1,1990,18,RCP,Diameter,2,1,2,59181
1,1990,18,RCP,Diameter,2,1,2,59183
1,1990,18,RCP,Diameter,2,1,2,59184
1,1990,24,RCP,Diameter,2,1,2,59186
1,1990,30,RCP,Diameter,2,1,2,59192
1,1990,18,RCP,Diameter,2,1,2,59196
1,1990,18,RCP,Diameter,2,1,2,59198
1,1990,24,RCP,Diameter,2,1,2,59201
1,1990,24,RCP,Diameter,2,1,2,59210
1,1990,24,RCP,Diameter,2,1,2,59213
1,1990,18,RCP,Diameter,2,1,2,59216
1,1990,18,RCP,Diameter,2,1,2,59231
1,1990,24,RCP,Diameter,2,1,2,59235
1,1990,18,RCP,Diameter,2,1,2,59243
1,1990,18,RCP,Diameter,2,1,2,59263
1,1990,18,RCP,Diameter,2,1,2,59272
1,1990,18,RCP,Diameter,2,1,2,59280
1,1990,18,RCP,Diameter,2,1,2,59287
1,1990,18,RCP,Diameter,2,1,2,59288
1,1990,18,RCP,Diameter,2,1,2,59289
1,2006,18,RCP,Diameter,2,1,2,59291
1,2006,18,RCP,Diameter,2,1,2,59292
1,2006,24,RCP,Diameter,2,1,2,59293
1,2006,24,RCP,Diameter,2,1,2,59295
1,2008,30,RCP,Diameter,2,1,2,59296
1,1990,18,RCP,Diameter,2,1,2,59299
1,1990,30,RCP,Diameter,2,1,2,59321
1,1990,24,RCP,Diameter,2,1,2,59322
1,1990,24,RCP,Diameter,2,1,2,59326
1,1990,24,RCP,Diameter,2,1,2,59346
1,1990,18,RCP,Diameter,2,1,2,59350
1,1990,18,RCP,Diameter,2,1,2,59355
1,1990,18,RCP,Diameter,2,1,2,59357
1,1990,18,RCP,Diameter,2,1,2,59359
1,1990,18,RCP,Diameter,2,1,2,59360
1,1990,24,RCP,Diameter,2,1,2,59373
1,1990,30,RCP,Diameter,2,1,2,59379
1,1990,30,RCP,Diameter,2,1,2,59380
1,2010,24,RCP,Diameter,2,1,2,59381
1,1990,18,RCP,Diameter,2,1,2,59384
1,1990,24,RCP,Diameter,2,1,2,59398
1,1990,30,RCP,Diameter,2,1,2,59413
1,2010,18,RCP,Diameter,2,1,2,59416
1,2010,24,RCP,Diameter,2,1,2,59417
1,2010,24,RCP,Diameter,2,1,2,59418
1,2010,24,RCP,Diameter,2,1,2,59421
1,1990,24,RCP,Diameter,2,1,2,59426
1,1990,18,RCP,Diameter,2,1,2,59438
1,1990,18,RCP,Diameter,2,1,2,59442
1,1990,18,RCP,Diameter,2,1,2,59443
1,1990,30,RCP,Diameter,2,1,2,59445
1,1991,24,RCP,Diameter,2,1,2,59452
1,2006,18,RCP,Diameter,2,1,2,59469
1,2006,30,RCP,Diameter,2,1,2,59471
1,1990,24,RCP,Diameter,2,1,2,59480
1,1990,30,RCP,Diameter,2,1,2,59482
1,1990,24,RCP,Diameter,2,1,2,59483
1,1990,18,RCP,Diameter,2,1,2,59488
1,1990,18,RCP,Diameter,2,1,2,59499
1,1990,18,RCP,Diameter,2,1,2,59514
1,1990,24,RCP,Diameter,2,1,2,59524
1,1990,24,RCP,Diameter,2,1,2,59528
1,1990,24,RCP,Diameter,2,1,2,59534
1,1990,30,RCP,Diameter,2,1,2,59537
1,1990,18,RCP,Diameter,2,1,2,59541
1,1990,24,RCP,Diameter,2,1,2,59543
1,1990,30,RCP,Diameter,2,1,2,59553
1,1990,18,RCP,Diameter,2,1,2,59556
1,1990,24,RCP,Diameter,2,1,2,59559
1,1990,18,RCP,Diameter,2,1,2,59569
1,1990,30,RCP,Diameter,2,1,2,59576
1,1990,24,RCP,Diameter,2,1,2,59582
1,1990,30,RCP,Diameter,2,1,2,59588
1,1990,30,RCP,Diameter,2,1,2,59596
1,1990,30,RCP,Diameter,2,1,2,59598
1,1990,24,RCP,Diameter,2,1,2,59602
1,1990,24,RCP,Diameter,2,1,2,59606
1,1990,24,RCP,Diameter,2,1,2,59608
1,1990,18,RCP,Diameter,2,1,2,59610
1,1990,30,RCP,Diameter,2,1,2,59628
1,1990,24,RCP,Diameter,2,1,2,59632
1,1990,24,RCP,Diameter,2,1,2,59633
1,2005,30,RCP,Diameter,2,1,2,59635
1,1990,30,RCP,Diameter,2,1,2,59636
1,2007,24,RCP,Diameter,2,1,2,59640
1,2007,24,RCP,Diameter,2,1,2,59641
1,2007,24,RCP,Diameter,2,1,2,59642
1,1990,24,RCP,Diameter,2,1,2,59647
1,1990,30,RCP,Diameter,2,1,2,59656
1,1990,18,RCP,Diameter,2,1,2,59659
1,2008,30,RCP,Diameter,2,1,2,59660
1,1990,24,RCP,Diameter,2,1,2,59666
1,1990,24,RCP,Diameter,2,1,2,59668
1,1990,24,RCP,Diameter,2,1,2,59669
1,2010,18,RCP,Diameter,2,1,2,59671
1,2009,18,RCP,Diameter,2,1,2,59692
1,2009,18,RCP,Diameter,2,1,2,59693
1,2009,18,RCP,Diameter,2,1,2,59694
1,2009,18,RCP,Diameter,2,1,2,59695
1,2009,18,RCP,Diameter,2,1,2,59698
1,2009,18,RCP,Diameter,2,1,2,59699
1,2009,18,RCP,Diameter,2,1,2,59700
1,2009,18,RCP,Diameter,2,1,2,59702
1,2009,18,RCP,Diameter,2,1,2,59703
1,2009,24,RCP,Diameter,2,1,2,59707
1,2009,24,RCP,Diameter,2,1,2,59708
1,2009,24,RCP,Diameter,2,1,2,59709
1,2009,24,RCP,Diameter,2,1,2,59710
1,2009,18,RCP,Diameter,2,1,2,59711
1,2009,18,RCP,Diameter,2,1,2,59712
1,2009,18,RCP,Diameter,2,1,2,59713
1,2009,18,RCP,Diameter,2,1,2,59714
1,2009,18,RCP,Diameter,2,1,2,59715
1,2009,18,RCP,Diameter,2,1,2,59716
1,2009,18,RCP,Diameter,2,1,2,59717
1,2009,18,RCP,Diameter,2,1,2,59718
1,2009,18,RCP,Diameter,2,1,2,59719
1,2011,18,RCP,Diameter,2,1,2,59721
1,2011,18,RCP,Diameter,2,1,2,59724
1,2011,18,RCP,Diameter,2,1,2,59727
1,2011,24,RCP,Diameter,2,1,2,59729
1,2011,24,RCP,Diameter,2,1,2,59730
1,1984,24,RCP,Diameter,2,1,2,59744
1,1990,30,RCP,Diameter,2,1,2,59761
1,1990,18,RCP,Diameter,2,1,2,59776
1,1990,18,RCP,Diameter,2,1,2,59784
1,1990,18,RCP,Diameter,2,1,2,59785
1,1990,24,VCP,Diameter,2,1,2,59802
1,1990,30,RCP,Diameter,2,1,2,59804
1,1990,18,RCP,Diameter,2,1,2,59822
1,1990,18,RCP,Diameter,2,1,2,59828
1,1990,18,RCP,Diameter,2,1,2,59830
1,1990,18,RCP,Diameter,2,1,2,59831
1,1990,30,RCP,Diameter,2,1,2,59832
1,1990,30,RCP,Diameter,2,1,2,59834
1,1990,30,RCP,Diameter,2,1,2,59835
1,2012,24,RCP,Diameter,2,1,2,59838
1,1990,18,RCP,Diameter,2,1,2,59872
1,1990,18,RCP,Diameter,2,1,2,59873
1,1990,18,RCP,Diameter,2,1,2,59874
1,1990,18,RCP,Diameter,2,1,2,59875
1,1990,18,RCP,Diameter,2,1,2,59880
1,1990,18,RCP,Diameter,2,1,2,59881
1,1990,18,RCP,Diameter,2,1,2,59883
1,1990,18,RCP,Diameter,2,1,2,59887
1,1990,18,RCP,Diameter,2,1,2,59888
1,1990,30,RCP,Diameter,2,1,2,59898
1,1990,18,RCP,Diameter,2,1,2,59899
1,1990,18,RCP,Diameter,2,1,2,59900
1,1990,18,RCP,Diameter,2,1,2,59902
1,1990,18,RCP,Diameter,2,1,2,59903
1,1990,18,RCP,Diameter,2,1,2,59911
1,1990,18,RCP,Diameter,2,1,2,59919
1,1990,30,RCP,Diameter,2,1,2,59924
1,1990,18,RCP,Diameter,2,1,2,59928
1,1990,18,RCP,Diameter,2,1,2,59937
1,1990,18,RCP,Diameter,2,1,2,59940
1,1990,18,RCP,Diameter,2,1,2,59961
1,1990,18,RCP,Diameter,2,1,2,59962
1,1990,18,RCP,Diameter,2,1,2,59969
1,1990,18,RCP,Diameter,2,1,2,59970
1,1990,24,RCP,Diameter,2,1,2,59993
1,1990,18,RCP,Diameter,2,1,2,60006
1,1990,18,RCP,Diameter,2,1,2,60025
1,1990,18,RCP,Diameter,2,1,2,60026
1,1990,18,RCP,Diameter,2,1,2,60028
1,2007,24,RCP,Diameter,2,1,2,60038
1,2009,18,RCP,Diameter,2,1,2,60042
1,1990,18,RCP,Diameter,2,1,2,60048
1,1990,18,RCP,Diameter,2,1,2,60051
1,1990,18,RCP,Diameter,2,1,2,60066
1,1990,30,CIPP,Diameter,2,1,2,60073
1,1990,18,RCP,Diameter,2,1,2,60081
1,1990,18,RCP,Diameter,2,1,2,60098
1,1990,18,RCP,Diameter,2,1,2,60101
1,1990,18,RCP,Diameter,2,1,2,60106
1,1990,18,RCP,Diameter,2,1,2,60108
1,1990,18,RCP,Diameter,2,1,2,60112
1,1990,30,RCP,Diameter,2,1,2,60113
1,1990,24,RCP,Diameter,2,1,2,60115
1,1990,18,RCP,Diameter,2,1,2,60116
1,1990,18,RCP,Diameter,2,1,2,60117
1,1990,18,RCP,Diameter,2,1,2,60118
1,1990,24,RCP,Diameter,2,1,2,60119
1,1999,18,RCP,Diameter,2,1,2,60126
1,1990,18,RCP,Diameter,2,1,2,60138
1,1990,18,CMP,Diameter,2,1,2,60144
1,1990,18,RCP,Diameter,2,1,2,60145
1,1990,18,RCP,Diameter,2,1,2,60146
1,1990,18,RCP,Diameter,2,1,2,60150
1,1990,24,RCP,Diameter,2,1,2,60152
1,1990,18,RCP,Diameter,2,1,2,60153
1,1990,24,RCP,Diameter,2,1,2,60158
1,1990,24,RCP,Diameter,2,1,2,60165
1,1990,18,RCP,Diameter,2,1,2,60170
1,1990,18,RCP,Diameter,2,1,2,60177
1,1990,24,RCP,Diameter,2,1,2,60179
1,1990,30,RCP,Diameter,2,1,2,60180
1,1990,18,RCP,Diameter,2,1,2,60193
1,1990,18,RCP,Diameter,2,1,2,60202
1,1990,24,RCP,Diameter,2,1,2,60203
1,1990,18,RCP,Diameter,2,1,2,60204
1,1990,24,RCP,Diameter,2,1,2,60205
1,1990,18,RCP,Diameter,2,1,2,60206
1,1990,18,RCP,Diameter,2,1,2,60207
1,1990,18,RCP,Diameter,2,1,2,60209
1,1990,18,RCP,Diameter,2,1,2,60210
1,1990,18,RCP,Diameter,2,1,2,60211
1,1990,18,RCP,Diameter,2,1,2,60212
1,1990,18,RCP,Diameter,2,1,2,60213
1,1990,18,RCP,Diameter,2,1,2,60220
1,1990,18,RCP,Diameter,2,1,2,60221
1,1990,18,RCP,Diameter,2,1,2,60225
1,1990,24,RCP,Diameter,2,1,2,60232
1,2008,30,RCP,Diameter,2,1,2,60242
1,1990,18,RCP,Diameter,2,1,2,60255
1,1990,18,RCP,Diameter,2,1,2,60265
1,1990,18,RCP,Diameter,2,1,2,60270
1,1990,18,RCP,Diameter,2,1,2,60288
1,1990,18,RCP,Diameter,2,1,2,60289
1,1990,24,RCP,Diameter,2,1,2,60290
1,1990,24,RCP,Diameter,2,1,2,60291
1,1990,24,RCP,Diameter,2,1,2,60292
1,1990,18,RCP,Diameter,2,1,2,60293
1,2002,18,RCP,Diameter,2,1,2,60294
1,1990,18,RCP,Diameter,2,1,2,60295
1,1990,30,RCP,Diameter,2,1,2,60296
1,1990,24,VCP,Diameter,2,1,2,60297
1,1990,18,RCP,Diameter,2,1,2,60298
1,1990,18,RCP,Diameter,2,1,2,60302
1,1990,24,RCP,Diameter,2,1,2,60309
1,1990,24,RCP,Diameter,2,1,2,60310
1,1990,24,RCP,Diameter,2,1,2,60311
1,1990,24,RCP,Diameter,2,1,2,60314
1,1990,24,RCP,Diameter,2,1,2,60315
1,1990,18,RCP,Diameter,2,1,2,60326
1,1990,24,RCP,Diameter,2,1,2,60328
1,1990,18,RCP,Diameter,2,1,2,60330
1,1990,18,RCP,Diameter,2,1,2,60331
1,1990,24,RCP,Diameter,2,1,2,60342
1,1990,24,RCP,Diameter,2,1,2,60343
1,1990,30,RCP,Diameter,2,1,2,60361
1,1990,18,RCP,Diameter,2,1,2,60380
1,1990,24,RCP,Diameter,2,1,2,60399
1,1990,18,RCP,Diameter,2,1,2,60403
1,1990,18,RCP,Diameter,2,1,2,60404
1,1990,18,RCP,Diameter,2,1,2,60414
1,1990,18,RCP,Diameter,2,1,2,60415
1,1990,18,CMP,Diameter,2,1,2,60417
1,1990,18,CMP,Diameter,2,1,2,60419
1,1990,18,RCP,Diameter,2,1,2,60425
1,1990,18,RCP,Diameter,2,1,2,60431
1,1990,18,RCP,Diameter,2,1,2,60433
1,1990,24,RCP,Diameter,2,1,2,60440
1,1990,24,RCP,Diameter,2,1,2,60444
1,1990,24,RCP,Diameter,2,1,2,60445
1,1990,24,RCP,Diameter,2,1,2,60459
1,1990,24,RCP,Diameter,2,1,2,60460
1,1990,24,RCP,Diameter,2,1,2,60479
1,1990,24,RCP,Diameter,2,1,2,60480
1,1990,24,RCP,Diameter,2,1,2,60481
1,1990,24,RCP,Diameter,2,1,2,60482
1,1990,24,RCP,Diameter,2,1,2,60483
1,1990,24,RCP,Diameter,2,1,2,60484
1,1990,24,RCP,Diameter,2,1,2,60497
1,1990,24,RCP,Diameter,2,1,2,60498
1,1990,18,RCP,Diameter,2,1,2,60500
1,1990,30,RCP,Diameter,2,1,2,60501
1,1990,18,RCP,Diameter,2,1,2,60509
1,1990,18,RCP,Diameter,2,1,2,60534
1,1990,18,RCP,Diameter,2,1,2,60535
1,1990,18,RCP,Diameter,2,1,2,60536
1,1990,18,RCP,Diameter,2,1,2,60537
1,1990,30,RCP,Diameter,2,1,2,60538
1,1990,30,RCP,Diameter,2,1,2,60539
1,1990,30,RCP,Diameter,2,1,2,60541
1,1990,30,RCP,Diameter,2,1,2,60542
1,1990,30,RCP,Diameter,2,1,2,60543
1,1990,30,RCP,Diameter,2,1,2,60544
1,1990,30,RCP,Diameter,2,1,2,60545
1,1990,30,RCP,Diameter,2,1,2,60546
1,1990,30,RCP,Diameter,2,1,2,60547
1,1990,30,RCP,Diameter,2,1,2,60548
1,1990,18,RCP,Diameter,2,1,2,60563
1,1990,18,RCP,Diameter,2,1,2,60564
1,1990,18,RCP,Diameter,2,1,2,60567
1,1990,18,RCP,Diameter,2,1,2,60568
1,1990,24,RCP,Diameter,2,1,2,60569
1,1990,24,RCP,Diameter,2,1,2,60571
1,1990,24,RCP,Diameter,2,1,2,60573
1,1990,24,RCP,Diameter,2,1,2,60575
1,1990,24,RCP,Diameter,2,1,2,60576
1,1990,18,RCP,Diameter,2,1,2,60577
1,1990,18,RCP,Diameter,2,1,2,60579
1,1990,24,RCP,Diameter,2,1,2,60600
1,1990,18,RCP,Diameter,2,1,2,60601
1,1990,24,RCP,Diameter,2,1,2,60602
1,1990,18,RCP,Diameter,2,1,2,60615
1,1990,18,RCP,Diameter,2,1,2,60617
1,1990,18,RCP,Diameter,2,1,2,60622
1,1990,18,RCP,Diameter,2,1,2,60623
1,1990,24,RCP,Diameter,2,1,2,60631
1,1990,18,RCP,Diameter,2,1,2,60639
1,1990,18,RCP,Diameter,2,1,2,60640
1,1990,18,RCP,Diameter,2,1,2,60642
1,1990,24,RCP,Diameter,2,1,2,60655
1,1990,24,RCP,Diameter,2,1,2,60657
1,1990,24,CMP,Diameter,2,1,2,60659
1,1990,24,RCP,Diameter,2,1,2,60662
1,1990,18,RCP,Diameter,2,1,2,60663
1,1990,18,RCP,Diameter,2,1,2,60675
1,1990,24,RCP,Diameter,2,1,2,60677
1,1990,24,CMP,Diameter,2,1,2,60689
1,1990,18,RCP,Diameter,2,1,2,60690
1,1990,18,RCP,Diameter,2,1,2,60691
1,1990,18,RCP,Diameter,2,1,2,60692
1,1990,18,RCP,Diameter,2,1,2,60693
1,1990,18,RCP,Diameter,2,1,2,60695
1,1990,24,RCP,Diameter,2,1,2,60706
1,2019,18,RCP,Diameter,2,1,2,60733
1,1990,18,RCP,Diameter,2,1,2,60736
1,1990,18,RCP,Diameter,2,1,2,60747
1,1990,24,RCP,Diameter,2,1,2,60752
1,1990,18,RCP,Diameter,2,1,2,60765
1,1990,30,RCP,Diameter,2,1,2,60767
1,1990,30,RCP,Diameter,2,1,2,60768
1,1990,18,RCP,Diameter,2,1,2,60771
1,1990,18,RCP,Diameter,2,1,2,60803
1,1990,18,RCP,Diameter,2,1,2,60804
1,1990,18,RCP,Diameter,2,1,2,60810
1,1990,18,RCP,Diameter,2,1,2,60811
1,1990,30,RCP,Diameter,2,1,2,60814
1,1990,18,RCP,Diameter,2,1,2,60816
1,1990,18,RCP,Diameter,2,1,2,60817
1,1990,18,RCP,Diameter,2,1,2,60818
1,1990,18,RCP,Diameter,2,1,2,60819
1,1990,18,RCP,Diameter,2,1,2,60820
1,1990,30,RCP,Diameter,2,1,2,60821
1,1990,18,RCP,Diameter,2,1,2,60822
1,1990,18,RCP,Diameter,2,1,2,60825
1,1990,18,RCP,Diameter,2,1,2,60828
1,1990,24,RCP,Diameter,2,1,2,60829
1,1990,30,RCP,Diameter,2,1,2,60833
1,2014,18,RCP,Diameter,2,1,2,60836
1,2014,24,RCP,Diameter,2,1,2,60838
1,2016,24,RCP,Diameter,2,1,2,60846
1,2016,24,RCP,Diameter,2,1,2,60847
1,2016,30,RCP,Diameter,2,1,2,60849
1,1990,24,RCP,Diameter,2,1,2,60853
1,2016,24,RCP,Diameter,2,1,2,60854
1,2016,30,RCP,Diameter,2,1,2,60857
1,2016,24,RCP,Diameter,2,1,2,60859
1,2016,24,RCP,Diameter,2,1,2,60860
1,2016,24,RCP,Diameter,2,1,2,60862
1,2016,24,RCP,Diameter,2,1,2,60864
1,2016,24,RCP,Diameter,2,1,2,60866
1,1990,24,RCP,Diameter,2,1,2,60873
1,1990,24,RCP,Diameter,2,1,2,60874
1,1990,24,RCP,Diameter,2,1,2,60875
1,1990,18,RCP,Diameter,2,1,2,60885
1,1990,18,RCP,Diameter,2,1,2,60886
1,1990,18,RCP,Diameter,2,1,2,60887
1,1990,18,RCP,Diameter,2,1,2,60888
1,1990,18,RCP,Diameter,2,1,2,60889
1,1990,18,RCP,Diameter,2,1,2,60910
1,1990,24,RCP,Diameter,2,1,2,61047
1,1990,24,RCP,Diameter,2,1,2,61066
1,1990,18,RCP,Diameter,2,1,2,61075
1,1990,18,RCP,Diameter,2,1,2,61083
1,1990,18,RCP,Diameter,2,1,2,61099
1,1990,18,RCP,Diameter,2,1,2,61105
1,1990,18,RCP,Diameter,2,1,2,61108
1,1990,18,RCP,Diameter,2,1,2,61109
1,1990,18,CMP,Diameter,2,1,2,61117
1,1990,18,CMP,Diameter,2,1,2,61165
1,1990,18,RCP,Diameter,2,1,2,61187
1,1990,24,CMP,Diameter,2,1,2,61188
1,1990,18,RCP,Diameter,2,1,2,61193
1,1990,18,RCP,Diameter,2,1,2,61194
1,1990,18,RCP,Diameter,2,1,2,61209
1,1990,18,RCP,Diameter,2,1,2,61218
1,1990,18,RCP,Diameter,2,1,2,61219
1,1990,24,RCP,Diameter,2,1,2,61220
1,1990,24,RCP,Diameter,2,1,2,61221
1,1990,24,RCP,Diameter,2,1,2,61224
1,1990,18,RCP,Diameter,2,1,2,61227
1,1990,18,RCP,Diameter,2,1,2,61230
1,1990,18,RCP,Diameter,2,1,2,61237
1,1990,18,RCP,Diameter,2,1,2,61245
1,1990,24,RCP,Diameter,2,1,2,61254
1,1990,18,RCP,Diameter,2,1,2,61256
1,1990,18,RCP,Diameter,2,1,2,61261
1,1990,18,RCP,Diameter,2,1,2,61263
1,2019,18,RCP,Diameter,2,1,2,61264
1,1990,24,RCP,Diameter,2,1,2,61267
1,1990,18,RCP,Diameter,2,1,2,61273
1,1990,24,RCP,Diameter,2,1,2,61280
1,1990,18,RCP,Diameter,2,1,2,61281
1,1990,18,RCP,Diameter,2,1,2,61283
1,1990,18,RCP,Diameter,2,1,2,61286
1,1990,24,RCP,Diameter,2,1,2,61289
1,1990,18,RCP,Diameter,2,1,2,61293
1,2019,18,RCP,Diameter,2,1,2,61295
1,1990,24,RCP,Diameter,2,1,2,61297
1,1990,24,RCP,Diameter,2,1,2,61298
