Count,Install Year,Diameter,Material,Max CoF Factors,CoF,LoF,Risk Score,Asset ID
1,1990,15,RCP,Rail,5,5,25,40548
1,1990,18,RCP,Rail,5,5,25,41413
1,1990,15,VCP,Rail,5,5,25,44354
1,1990,15,RCP,Rail,5,5,25,44552
1,1990,15,RCP,Rail,5,5,25,52026
1,1990,18,RCP,Rail,5,5,25,52142
1,1990,15,RCP,Rail,5,5,25,55912
1,1990,18,RCP,Rail,5,5,25,57794
1,1990,15,VCP,Rail,5,5,25,61384
1,1990,18,RCP,Road,5,5,25,39184
1,1990,18,RCP,Road,5,5,25,39539
1,1990,18,RCP,Road,5,5,25,40117
1,1990,18,RCP,Road,5,5,25,42961
1,1990,18,RCP,Road,5,5,25,43345
1,1990,18,RCP,Road,5,5,25,45330
1,1990,18,RCP,Road,5,5,25,46572
1,1990,15,RCP,Road,5,5,25,46739
1,1990,18,RCP,Road,5,5,25,46989
1,1990,18,RCP,Road,5,5,25,48502
1,1990,18,RCP,Road,5,5,25,49548
1,1990,15,RCP,Road,5,5,25,50683
1,1990,18,RCP,Road,5,5,25,50696
1,1990,18,RCP,Road,5,5,25,50724
1,1990,18,RCP,Road,5,5,25,52649
1,1990,18,RCP,Road,5,5,25,52650
1,1990,18,RCP,Road,5,5,25,53165
1,1990,18,RCP,Road,5,5,25,53173
1,1990,18,RCP,Road,5,5,25,54363
1,1990,18,RCP,Road,5,5,25,56543
1,1990,18,RCP,Road,5,5,25,57738
1,1990,18,RCP,Road,5,5,25,58317
1,1990,18,RCP,Road,5,5,25,59033
1,1990,18,RCP,Road,5,5,25,59059
1,1990,15,UNK,Road,5,5,25,60894
1,1990,18,RCP,"Road, Rail",5,5,25,61287
1,1990,18,RCP,Water,5,5,25,39191
1,1990,18,RCP,Water,5,5,25,39343
1,1990,18,RCP,Water,5,5,25,39786
1,1990,15,RCP,Water,5,5,25,42920
1,1990,15,CMP,Water,5,5,25,42966
1,1990,18,RCP,Water,5,5,25,43205
1,1990,18,RCP,Water,5,5,25,43373
1,1990,18,RCP,Water,5,5,25,44458
1,1990,18,RCP,Water,5,5,25,44579
1,1990,18,RCP,Water,5,5,25,44833
1,1990,18,RCP,Water,5,5,25,44881
1,1990,18,RCP,Water,5,5,25,49772
1,1965,8,DIP,Water,5,5,25,50827
1,1990,15,RCP,Water,5,5,25,52718
1,1990,18,RCP,Water,5,5,25,54319
1,1990,16,CMP,Water,5,5,25,55479
1,1990,18,CMP,Water,5,5,25,57844
1,1990,18,RCP,Water,5,5,25,60745
1,1990,15,RCP,Water,5,5,25,60893
1,1990,18,RCP,Water,5,5,25,61490
1,1990,15,RCP,Buildings,4,5,20,39635
1,1990,15,RCP,Buildings,4,5,20,42573
1,1990,18,RCP,Buildings,4,5,20,55056
1,1990,18,RCP,Customer,4,5,20,39666
1,2002,48,RCP,Diameter,4,5,20,55748
1,1990,18,CIPP,Rail,4,5,20,51925
1,1990,15,RCP,Rail,4,5,20,56384
1,1990,15,RCP,Rail,4,5,20,60595
1,1990,15,RCP,Rail,4,5,20,60782
1,1990,12,CP,Rail,4,5,20,60784
1,1990,18,RCP,Rail,4,5,20,61259
1,1965,18,DIP,Road,4,5,20,40451
1,1990,18,RCP,Road,4,5,20,40820
1,1965,10,DIP,Road,4,5,20,44240
1,1990,16,UNK,Road,4,5,20,47181
1,1990,18,RCP,Road,4,5,20,48790
1,1965,12,DIP,Road,4,5,20,50117
1,1990,18,RCP,Road,4,5,20,50327
1,1965,12,DIP,Road,4,5,20,54374
1,1990,18,RCP,Road,4,5,20,55240
1,1990,18,RCP,Road,4,5,20,55698
1,1990,18,RCP,Road,4,5,20,57655
1,1965,10,DIP,Road,4,5,20,57683
1,1990,18,RCP,Road,4,5,20,58703
1,1990,18,RCP,Road,4,5,20,61253
1,1990,18,CMP,Water,4,5,20,40211
1,1990,18,RCP,Water,4,5,20,41398
1,1990,18,RCP,Water,4,5,20,42704
1,1990,18,RCP,Water,4,5,20,42993
1,1990,18,CMP,Water,4,5,20,43894
1,1990,14,RCP,Water,4,5,20,44016
1,1990,18,RCP,Water,4,5,20,49366
1,1990,18,RCP,Water,4,5,20,49576
1,1990,18,RCP,Water,4,5,20,50092
1,1990,15,RCP,Water,4,5,20,50509
1,1990,15,RCP,Water,4,5,20,50746
1,1990,18,RCP,Water,4,5,20,52957
1,1990,12,CP,Water,4,5,20,53441
1,1990,18,RCP,Water,4,5,20,53794
1,1990,15,RCP,Water,4,5,20,54990
1,1990,18,RCP,Water,4,5,20,56346
1,1996,18,RCP,Water,4,5,20,59654
1,1990,15,RCP,Water,4,5,20,59885
1,1990,15,RCP,Water,4,5,20,59886
1,1965,42,DIP,Water,4,5,20,60720
1,1990,24,RCP,Rail,5,4,20,43772
1,1990,24,CIPP,Rail,5,4,20,44260
1,1990,24,RCP,Rail,5,4,20,48398
1,1990,24,RCP,Rail,5,4,20,50961
1,1995,24,HDPE,Rail,5,4,20,52627
1,1990,24,RCP,Rail,5,4,20,58320
1,1990,30,RCP,Rail,5,4,20,58898
1,1990,30,RCP,Rail,5,4,20,61102
1,1990,24,RCP,Rail,5,4,20,61265
1,1990,24,RCP,"Rail, Water",5,4,20,54690
1,1990,24,RCP,Road,5,4,20,38986
1,1990,24,RCP,Road,5,4,20,38991
1,1990,24,RCP,Road,5,4,20,39668
1,1990,24,RCP,Road,5,4,20,40243
1,1990,30,RCP,Road,5,4,20,40420
1,1990,30,RCP,Road,5,4,20,42991
1,1990,30,RCP,Road,5,4,20,46569
1,1990,30,RCP,Road,5,4,20,53835
1,1990,24,RCP,Road,5,4,20,53911
1,2008,24,RCP,Water,5,4,20,45425
1,1990,30,RCP,Water,5,4,20,48718
1,1990,24,RCP,Water,5,4,20,49964
1,1990,24,RCP,Water,5,4,20,54479
1,1990,24,RCP,Water,5,4,20,55959
1,1990,24,RCP,Water,5,4,20,56700
1,1990,24,RCP,Buildings,4,4,16,42969
1,1990,30,RCP,Buildings,4,4,16,54090
1,1990,30,RCP,Buildings,4,4,16,58738
1,1990,24,CIPP,Rail,4,4,16,47027
1,1990,24,RCP,Rail,4,4,16,49336
1,1990,24,RCP,Rail,4,4,16,50679
1,1990,24,RCP,Road,4,4,16,42217
1,1990,24,RCP,Road,4,4,16,42849
1,1990,24,RCP,Road,4,4,16,49836
1,1990,24,RCP,Road,4,4,16,50115
1,1990,24,RCP,Road,4,4,16,55390
1,1990,30,RCP,Water,4,4,16,40780
1,1990,30,RCP,Water,4,4,16,42782
1,1990,24,RCP,Water,4,4,16,43058
1,1990,24,RCP,Water,4,4,16,43479
1,1990,24,RCP,Water,4,4,16,45549
1,1990,30,RCP,Water,4,4,16,45875
1,1990,24,RCP,Water,4,4,16,48629
1,1990,24,UNK,Water,4,4,16,48720
1,1990,24,RCP,Water,4,4,16,49950
1,1990,24,UNK,Water,4,4,16,50844
1,1990,24,CMP,Water,4,4,16,53624
1,1990,24,CMP,Water,4,4,16,53930
1,1990,24,RCP,Water,4,4,16,54253
1,1990,24,RCP,Water,4,4,16,54709
1,1990,30,RCP,Water,4,4,16,58742
1,1990,30,RCP,Water,4,4,16,59238
1,1990,24,RCP,Water,4,4,16,60261
1,2005,18,RCP,Buildings,3,5,15,40438
1,1990,12,CP,Buildings,3,5,15,51406
1,1990,12,CP,Buildings,3,5,15,60532
1,1990,12,CP,Buildings,3,5,15,60802
1,1965,42,DIP,Diameter,3,5,15,60721
1,1965,42,DIP,Diameter,3,5,15,60722
1,1965,42,DIP,Diameter,3,5,15,60723
1,1965,18,DIP,Rail,3,5,15,52081
1,1965,18,DIP,Rail,3,5,15,60678
1,1965,18,DIP,Rail,3,5,15,60679
1,1990,18,RCP,Rail,3,5,15,61260
1,1990,18,RCP,Rail,3,5,15,61279
1,1990,15,RCP,Water,3,5,15,40475
1,1990,18,RCP,Water,3,5,15,42240
1,1990,12,PVC,Water,3,5,15,43577
1,1990,15,RCP,Water,3,5,15,46393
1,1990,15,RCP,Water,3,5,15,47202
1,1990,18,RCP,Water,3,5,15,47251
1,1990,12,CP,Water,3,5,15,51625
1,1990,15,RCP,Water,3,5,15,52832
1,1990,15,RCP,Water,3,5,15,55125
1,2003,18,RCP,Water,3,5,15,56336
1,1990,18,RCP,Water,3,5,15,60648
1,1990,18,RCP,"Water, Buildings",3,5,15,38931
1,1950,72,CP,Diameter,5,3,15,39251
1,1950,72,CP,Diameter,5,3,15,40967
1,1950,72,CP,Diameter,5,3,15,45116
1,1950,72,CP,Diameter,5,3,15,49079
1,1950,72,CP,Diameter,5,3,15,49138
1,1950,72,CP,Diameter,5,3,15,50521
1,1950,72,CP,Diameter,5,3,15,51945
1,1950,72,CP,Diameter,5,3,15,51946
1,1950,72,CP,Diameter,5,3,15,55307
1,1950,72,CP,Diameter,5,3,15,55424
1,1950,72,CP,Diameter,5,3,15,55671
1,1990,42,RCP,Rail,5,3,15,43682
1,1990,42,RCP,Rail,5,3,15,48883
1,1990,36,RCP,Rail,5,3,15,50046
1,1990,36,RCP,Rail,5,3,15,54929
1,1990,36,RCP,Rail,5,3,15,57364
1,1990,42,RCP,Rail,5,3,15,57369
1,1990,42,RCP,Rail,5,3,15,59126
1,1990,36,BR,Rail,5,3,15,61046
1,1990,42,RCP,Rail,5,3,15,61255
1,1990,36,RCP,Rail,5,3,15,61269
1,1990,36,RCP,"Rail, Water",5,3,15,51678
1,1990,36,RCP,Road,5,3,15,47069
1,1990,36,RCP,Road,5,3,15,52651
1,1990,36,RCP,Road,5,3,15,60376
1,1990,36,RCP,Road,5,3,15,60506
1,1990,36,RCP,Road,5,3,15,60507
1,1990,36,RCP,Road,5,3,15,61658
1,2005,42,RCP,Water,5,3,15,40423
1,1990,36,RCP,Water,5,3,15,42576
1,1975,36,RCP,Water,5,3,15,56960
1,1990,36,RCP,Water,5,3,15,60136
1,1990,30,RCP,Buildings,3,4,12,59333
1,1990,30,RCP,Buildings,3,4,12,59649
1,1990,36,CMP,Diameter,3,4,12,47163
1,1990,34,RCP,Diameter,3,4,12,47998
1,1990,31,RCP,Diameter,3,4,12,49290
1,1990,36,CMP,Diameter,3,4,12,56159
1,1990,31,RCP,Diameter,3,4,12,57931
1,1990,24,RCP,Rail,3,4,12,42088
1,1990,24,RCP,Rail,3,4,12,47945
1,1990,30,RCP,Rail,3,4,12,49799
1,1990,24,RCP,Rail,3,4,12,59168
1,2015,24,RCP,Rail,3,4,12,60681
1,2015,24,RCP,Rail,3,4,12,60682
1,1990,24,RCP,Water,3,4,12,41448
1,1990,30,RCP,Water,3,4,12,46710
1,1990,24,CMP,Water,3,4,12,49375
1,1990,24,RCP,Water,3,4,12,49968
1,1990,24,RCP,Water,3,4,12,50588
1,1990,24,RCP,Water,3,4,12,60513
1,1990,36,RCP,Buildings,4,3,12,46452
1,1990,42,RCP,Buildings,4,3,12,56035
1,1990,42,RCP,Buildings,4,3,12,57500
1,1990,36,RCP,Customer,4,3,12,38785
1,1990,36,RCP,Customer,4,3,12,51758
1,1955,48,CMP,Diameter,4,3,12,44897
1,1955,48,CMP,Diameter,4,3,12,45411
1,1955,48,CMP,Diameter,4,3,12,46644
1,1990,43,RCP,Diameter,4,3,12,53777
1,1955,48,CMP,Diameter,4,3,12,55425
1,1990,36,CP,Road,4,3,12,40446
1,1990,36,RCP,Road,4,3,12,42216
1,1990,36,RCP,Road,4,3,12,42402
1,1990,36,RCP,Road,4,3,12,46650
1,1990,42,CMP,Road,4,3,12,55203
1,1990,36,RCP,"Road, Water",4,3,12,45373
1,1990,3,RCP,"Road, Water",4,3,12,59130
1,1990,36,RCP,"Road, Water",4,3,12,60668
1,1990,36,RCP,Water,4,3,12,40751
1,1990,36,RCP,Water,4,3,12,44847
1,1990,36,RCP,Water,4,3,12,48360
1,1990,36,RCP,Water,4,3,12,49182
1,1990,36,RCP,Water,4,3,12,49372
1,1990,42,RCP,Water,4,3,12,49622
1,1990,36,RCP,Water,4,3,12,49623
1,1990,36,RCP,Water,4,3,12,50847
1,1990,36,RCP,Water,4,3,12,50848
1,1990,36,RCP,Water,4,3,12,52109
1,1990,36,RCP,Water,4,3,12,57330
1,1990,36,RCP,Water,4,3,12,58497
1,1990,36,RCP,Water,4,3,12,60452
1,1990,36,RCP,Water,4,3,12,61196
1,1990,36,RCP,Water,4,3,12,61206
1,1990,12,CP,Buildings,2,5,10,45153
1,1965,18,DIP,Diameter,2,5,10,38571
1,1990,18,RCP,Diameter,2,5,10,38698
1,1990,18,RCP,Diameter,2,5,10,38701
1,1990,18,RCP,Diameter,2,5,10,38787
1,1990,18,RCP,Diameter,2,5,10,38812
1,1990,18,RCP,Diameter,2,5,10,39259
1,1990,18,RCP,Diameter,2,5,10,39291
1,1990,18,RCP,Diameter,2,5,10,39293
1,1990,18,RCP,Diameter,2,5,10,39640
1,1990,18,RCP,Diameter,2,5,10,39679
1,1990,18,RCP,Diameter,2,5,10,39890
1,1990,18,RCP,Diameter,2,5,10,39895
1,1990,18,RCP,Diameter,2,5,10,40028
1,1990,18,RCP,Diameter,2,5,10,40067
1,1990,18,RCP,Diameter,2,5,10,40116
1,1990,18,RCP,Diameter,2,5,10,40118
1,1990,18,RCP,Diameter,2,5,10,40119
1,1990,18,RCP,Diameter,2,5,10,40120
1,1995,18,HDPE,Diameter,2,5,10,40598
1,1990,18,RCP,Diameter,2,5,10,40632
1,1990,18,RCP,Diameter,2,5,10,40701
1,1990,18,RCP,Diameter,2,5,10,40703
1,1990,18,RCP,Diameter,2,5,10,40747
1,1990,18,RCP,Diameter,2,5,10,40946
1,1990,18,RCP,Diameter,2,5,10,41228
1,1990,18,RCP,Diameter,2,5,10,41338
1,1990,18,RCP,Diameter,2,5,10,41422
1,1990,18,RCP,Diameter,2,5,10,41697
1,1990,18,RCP,Diameter,2,5,10,41740
1,1990,18,RCP,Diameter,2,5,10,41803
1,1990,18,RCP,Diameter,2,5,10,41817
1,1990,18,RCP,Diameter,2,5,10,41870
1,1990,18,RCP,Diameter,2,5,10,41966
1,1990,18,RCP,Diameter,2,5,10,42285
1,1990,18,RCP,Diameter,2,5,10,42405
1,1990,18,RCP,Diameter,2,5,10,42424
1,1990,18,RCP,Diameter,2,5,10,42462
1,1990,18,RCP,Diameter,2,5,10,42691
1,1990,18,RCP,Diameter,2,5,10,42801
1,1990,18,RCP,Diameter,2,5,10,42945
1,1990,18,RCP,Diameter,2,5,10,43088
1,1990,18,RCP,Diameter,2,5,10,43183
1,1990,18,RCP,Diameter,2,5,10,43188
1,1990,18,RCP,Diameter,2,5,10,43199
1,1990,18,RCP,Diameter,2,5,10,43229
1,1990,18,RCP,Diameter,2,5,10,43399
1,1990,18,RCP,Diameter,2,5,10,43441
1,1990,18,RCP,Diameter,2,5,10,43504
1,1990,18,RCP,Diameter,2,5,10,43545
1,1990,18,RCP,Diameter,2,5,10,43649
1,1966,18,RCP,Diameter,2,5,10,43726
1,1990,18,RCP,Diameter,2,5,10,43748
1,1990,18,RCP,Diameter,2,5,10,43949
1,1990,18,RCP,Diameter,2,5,10,43975
1,1990,18,RCP,Diameter,2,5,10,44027
1,1990,18,RCP,Diameter,2,5,10,44100
1,1990,18,RCP,Diameter,2,5,10,44121
1,1990,18,RCP,Diameter,2,5,10,44300
1,1990,18,RCP,Diameter,2,5,10,44344
1,1990,18,RCP,Diameter,2,5,10,44353
1,1990,18,RCP,Diameter,2,5,10,44416
1,1990,18,RCP,Diameter,2,5,10,44704
1,1990,18,RCP,Diameter,2,5,10,44739
1,1990,18,RCP,Diameter,2,5,10,44932
1,1990,22,RCP,Diameter,2,5,10,44975
1,1990,18,RCP,Diameter,2,5,10,45012
1,1990,18,RCP,Diameter,2,5,10,45024
1,1990,18,RCP,Diameter,2,5,10,45046
1,1990,19,RCP,Diameter,2,5,10,45047
1,1990,18,RCP,Diameter,2,5,10,45106
1,1990,18,RCP,Diameter,2,5,10,45480
1,1990,18,RCP,Diameter,2,5,10,45572
1,1990,18,RCP,Diameter,2,5,10,45664
1,1965,18,DIP,Diameter,2,5,10,45668
1,1990,18,RCP,Diameter,2,5,10,45756
1,1990,18,RCP,Diameter,2,5,10,45785
1,1990,18,RCP,Diameter,2,5,10,45901
1,1990,18,UNK,Diameter,2,5,10,46301
1,1990,18,RCP,Diameter,2,5,10,46324
1,1990,18,PVC,Diameter,2,5,10,46373
1,1990,18,RCP,Diameter,2,5,10,46571
1,1990,18,CMP,Diameter,2,5,10,46855
1,1990,18,RCP,Diameter,2,5,10,47086
1,1965,24,DIP,Diameter,2,5,10,47208
1,1990,18,RCP,Diameter,2,5,10,47307
1,2007,18,RCP,Diameter,2,5,10,47319
1,2007,18,RCP,Diameter,2,5,10,47321
1,2011,18,HDPE,Diameter,2,5,10,47395
1,1990,18,RCP,Diameter,2,5,10,47696
1,1990,18,RCP,Diameter,2,5,10,47745
1,1990,18,RCP,Diameter,2,5,10,47810
1,1990,18,RCP,Diameter,2,5,10,47879
1,1990,18,RCP,Diameter,2,5,10,48104
1,1990,18,RCP,Diameter,2,5,10,48180
1,1990,18,RCP,Diameter,2,5,10,48181
1,1990,18,RCP,Diameter,2,5,10,48191
1,1990,18,RCP,Diameter,2,5,10,48267
1,1990,18,RCP,Diameter,2,5,10,48284
1,1990,18,RCP,Diameter,2,5,10,48294
1,1990,18,RCP,Diameter,2,5,10,48349
1,1990,18,RCP,Diameter,2,5,10,48350
1,1990,18,RCP,Diameter,2,5,10,48410
1,1990,18,RCP,Diameter,2,5,10,48411
1,1990,18,RCP,Diameter,2,5,10,48457
1,1990,18,RCP,Diameter,2,5,10,48590
1,1990,18,RCP,Diameter,2,5,10,48625
1,1990,18,CMP,Diameter,2,5,10,48709
1,1990,18,RCP,Diameter,2,5,10,48794
1,1990,18,RCP,Diameter,2,5,10,48795
1,1990,18,UNK,Diameter,2,5,10,48823
1,1990,18,RCP,Diameter,2,5,10,48825
1,1990,18,RCP,Diameter,2,5,10,48861
1,1990,18,RCP,Diameter,2,5,10,48874
1,1990,18,RCP,Diameter,2,5,10,48929
1,1990,18,RCP,Diameter,2,5,10,48934
1,1990,18,RCP,Diameter,2,5,10,48966
1,1965,24,DIP,Diameter,2,5,10,49010
1,1990,19,RCP,Diameter,2,5,10,49049
1,1990,18,CMP,Diameter,2,5,10,49304
1,1990,18,RCP,Diameter,2,5,10,49337
1,2005,18,RCP,Diameter,2,5,10,49441
1,2005,18,RCP,Diameter,2,5,10,49449
1,1990,18,RCP,Diameter,2,5,10,49476
1,1990,18,RCP,Diameter,2,5,10,49529
1,2004,18,RCP,Diameter,2,5,10,49604
1,1990,18,RCP,Diameter,2,5,10,49649
1,1990,18,RCP,Diameter,2,5,10,49727
1,2005,18,RCP,Diameter,2,5,10,49745
1,1990,18,RCP,Diameter,2,5,10,49869
1,1990,18,RCP,Diameter,2,5,10,49985
1,1990,18,RCP,Diameter,2,5,10,50179
1,1990,18,RCP,Diameter,2,5,10,50288
1,1990,18,RCP,Diameter,2,5,10,50387
1,1990,18,RCP,Diameter,2,5,10,50413
1,1990,18,RCP,Diameter,2,5,10,50580
1,1990,18,RCP,Diameter,2,5,10,50783
1,1990,18,RCP,Diameter,2,5,10,50849
1,1990,19,RCP,Diameter,2,5,10,50964
1,1990,19,RCP,Diameter,2,5,10,50965
1,2005,18,RCP,Diameter,2,5,10,50992
1,2007,18,RCP,Diameter,2,5,10,50998
1,1990,18,RCP,Diameter,2,5,10,51013
1,1990,18,RCP,Diameter,2,5,10,51014
1,2009,18,RCP,Diameter,2,5,10,51053
1,2011,18,RCP,Diameter,2,5,10,51140
1,2011,18,RCP,Diameter,2,5,10,51165
1,2011,18,RCP,Diameter,2,5,10,51166
1,1990,18,RCP,Diameter,2,5,10,51231
1,1990,18,RCP,Diameter,2,5,10,51232
1,2008,18,RCP,Diameter,2,5,10,51269
1,2008,18,RCP,Diameter,2,5,10,51270
1,2008,18,RCP,Diameter,2,5,10,51274
1,2008,18,RCP,Diameter,2,5,10,51289
1,2008,18,RCP,Diameter,2,5,10,51291
1,1990,18,RCP,Diameter,2,5,10,51408
1,1990,18,RCP,Diameter,2,5,10,51721
1,1990,18,RCP,Diameter,2,5,10,51760
1,1990,18,RCP,Diameter,2,5,10,51853
1,1990,18,RCP,Diameter,2,5,10,51964
1,1990,18,RCP,Diameter,2,5,10,52077
1,2011,18,RCP,Diameter,2,5,10,52091
1,1990,18,RCP,Diameter,2,5,10,52143
1,1990,18,RCP,Diameter,2,5,10,52542
1,1990,18,UNK,Diameter,2,5,10,52655
1,1990,18,RCP,Diameter,2,5,10,52657
1,1990,18,RCP,Diameter,2,5,10,52720
1,1990,18,RCP,Diameter,2,5,10,52744
1,1990,18,RCP,Diameter,2,5,10,52821
1,1990,18,RCP,Diameter,2,5,10,52956
1,1990,18,RCP,Diameter,2,5,10,53162
1,1990,18,RCP,Diameter,2,5,10,53163
1,1990,18,RCP,Diameter,2,5,10,53171
1,1990,18,RCP,Diameter,2,5,10,53422
1,1990,18,RCP,Diameter,2,5,10,53485
1,1990,18,RCP,Diameter,2,5,10,53491
1,1965,24,DIP,Diameter,2,5,10,53589
1,1990,18,RCP,Diameter,2,5,10,53724
1,1990,18,RCP,Diameter,2,5,10,53829
1,1990,18,RCP,Diameter,2,5,10,53852
1,1990,18,RCP,Diameter,2,5,10,53872
1,1990,18,RCP,Diameter,2,5,10,53945
1,1990,18,RCP,Diameter,2,5,10,53946
1,1990,19,RCP,Diameter,2,5,10,54056
1,1990,18,RCP,Diameter,2,5,10,54108
1,1990,18,RCP,Diameter,2,5,10,54182
1,1990,18,RCP,Diameter,2,5,10,54298
1,1990,19,RCP,Diameter,2,5,10,54310
1,1990,18,RCP,Diameter,2,5,10,54328
1,1990,18,RCP,Diameter,2,5,10,54456
1,1990,18,RCP,Diameter,2,5,10,54500
1,1990,18,RCP,Diameter,2,5,10,54647
1,1990,18,RCP,Diameter,2,5,10,54670
1,1990,18,RCP,Diameter,2,5,10,54679
1,1990,18,RCP,Diameter,2,5,10,54828
1,1965,18,DIP,Diameter,2,5,10,54910
1,1990,18,RCP,Diameter,2,5,10,54992
1,1990,18,RCP,Diameter,2,5,10,55008
1,1990,18,RCP,Diameter,2,5,10,55222
1,1990,18,RCP,Diameter,2,5,10,55570
1,1990,18,RCP,Diameter,2,5,10,55648
1,1990,18,RCP,Diameter,2,5,10,55753
1,1990,18,RCP,Diameter,2,5,10,55762
1,1990,18,RCP,Diameter,2,5,10,55874
1,1990,18,RCP,Diameter,2,5,10,55967
1,1990,18,RCP,Diameter,2,5,10,56197
1,1990,18,RCP,Diameter,2,5,10,56582
1,1990,18,RCP,Diameter,2,5,10,56755
1,1990,18,RCP,Diameter,2,5,10,56908
1,2003,18,RCP,Diameter,2,5,10,56930
1,1990,18,RCP,Diameter,2,5,10,56963
1,2004,18,RCP,Diameter,2,5,10,56984
1,1990,18,VCP,Diameter,2,5,10,57043
1,1990,18,RCP,Diameter,2,5,10,57198
1,1990,19,RCP,Diameter,2,5,10,57258
1,2004,18,RCP,Diameter,2,5,10,57402
1,1965,24,DIP,Diameter,2,5,10,57420
1,1990,18,RCP,Diameter,2,5,10,57422
1,1990,18,RCP,Diameter,2,5,10,57462
1,1990,18,RCP,Diameter,2,5,10,57885
1,1990,18,RCP,Diameter,2,5,10,57930
1,1990,18,RCP,Diameter,2,5,10,57973
1,1990,18,RCP,Diameter,2,5,10,58007
1,1990,18,RCP,Diameter,2,5,10,58008
1,1990,18,RCP,Diameter,2,5,10,58072
1,2013,18,RCP,Diameter,2,5,10,58277
1,1990,18,RCP,Diameter,2,5,10,58446
1,2009,18,RCP,Diameter,2,5,10,58448
1,1990,18,RCP,Diameter,2,5,10,58460
1,1990,18,RCP,Diameter,2,5,10,58526
1,1990,18,RCP,Diameter,2,5,10,58624
1,1990,18,RCP,Diameter,2,5,10,58688
1,1990,18,RCP,Diameter,2,5,10,58733
1,1990,18,RCP,Diameter,2,5,10,58734
1,1990,18,RCP,Diameter,2,5,10,58759
1,1990,18,RCP,Diameter,2,5,10,58960
1,2005,18,RCP,Diameter,2,5,10,59091
1,2005,18,HDPE,Diameter,2,5,10,59095
1,2005,18,RCP,Diameter,2,5,10,59096
1,1990,18,CMP,Diameter,2,5,10,59144
1,1990,18,RCP,Diameter,2,5,10,59214
1,1990,18,RCP,Diameter,2,5,10,59266
1,2004,18,RCP,Diameter,2,5,10,59335
1,2004,18,RCP,Diameter,2,5,10,59337
1,2007,18,RCP,Diameter,2,5,10,59374
1,1990,18,RCP,Diameter,2,5,10,59440
1,2005,18,RCP,Diameter,2,5,10,59507
1,2004,18,RCP,Diameter,2,5,10,59650
1,2007,18,RCP,Diameter,2,5,10,59675
1,2007,18,RCP,Diameter,2,5,10,59676
1,1990,18,RCP,Diameter,2,5,10,59689
1,1990,18,RCP,Diameter,2,5,10,59690
1,2009,18,RCP,Diameter,2,5,10,59696
1,2009,18,RCP,Diameter,2,5,10,59697
1,2011,18,RCP,Diameter,2,5,10,59859
1,2011,18,RCP,Diameter,2,5,10,59860
1,1990,18,RCP,Diameter,2,5,10,59927
1,1990,18,RCP,Diameter,2,5,10,59929
1,1990,18,RCP,Diameter,2,5,10,59936
1,1990,18,RCP,Diameter,2,5,10,59973
1,1990,18,RCP,Diameter,2,5,10,59986
1,1990,18,RCP,Diameter,2,5,10,60035
1,1990,18,RCP,Diameter,2,5,10,60041
1,1990,18,RCP,Diameter,2,5,10,60060
1,1990,18,RCP,Diameter,2,5,10,60200
1,1990,18,RCP,Diameter,2,5,10,60222
1,1990,18,RCP,Diameter,2,5,10,60400
1,1990,18,RCP,Diameter,2,5,10,60401
1,1990,18,RCP,Diameter,2,5,10,60402
1,1990,18,RCP,Diameter,2,5,10,60405
1,1990,18,RCP,Diameter,2,5,10,60450
1,1990,18,RCP,Diameter,2,5,10,60451
1,1990,18,RCP,Diameter,2,5,10,60505
1,1965,18,DIP,Diameter,2,5,10,60524
1,1990,18,RCP,Diameter,2,5,10,60611
1,1990,23,RCP,Diameter,2,5,10,60652
1,1965,18,DIP,Diameter,2,5,10,60738
1,1990,18,RCP,Diameter,2,5,10,60748
1,1990,18,RCP,Diameter,2,5,10,60749
1,1990,18,RCP,Diameter,2,5,10,60750
1,1990,18,RCP,Diameter,2,5,10,60751
1,1990,18,RCP,Diameter,2,5,10,60826
1,1990,18,RCP,Diameter,2,5,10,60835
1,1990,18,RCP,Diameter,2,5,10,60869
1,1990,18,RCP,Diameter,2,5,10,60911
1,1990,18,RCP,Diameter,2,5,10,61072
1,1990,18,RCP,Diameter,2,5,10,61131
1,1990,18,RCP,Diameter,2,5,10,61176
1,1990,18,RCP,Diameter,2,5,10,61186
1,1990,18,RCP,Diameter,2,5,10,61192
1,1990,18,UNK,Diameter,2,5,10,61213
1,2017,18,RCP,Diameter,2,5,10,61235
1,1990,18,RCP,Diameter,2,5,10,61272
1,1990,18,RCP,Diameter,2,5,10,61291
1,1990,18,RCP,Diameter,2,5,10,61292
1,1990,18,RCP,Diameter,2,5,10,61341
1,1990,18,RCP,Diameter,2,5,10,61361
1,1990,18,RCP,Diameter,2,5,10,61372
1,1990,18,RCP,Diameter,2,5,10,61411
1,1990,18,UNK,Diameter,2,5,10,61413
1,1990,18,UNK,Diameter,2,5,10,61416
1,1990,18,UNK,Diameter,2,5,10,61417
1,1990,18,UNK,Diameter,2,5,10,61426
1,1990,18,RCP,Diameter,2,5,10,61439
1,1990,18,RCP,Diameter,2,5,10,61448
1,1990,18,RCP,Diameter,2,5,10,61461
1,1990,18,RCP,Diameter,2,5,10,61472
1,1990,18,RCP,Diameter,2,5,10,61473
1,1990,18,RCP,Diameter,2,5,10,61479
1,1990,18,RCP,Diameter,2,5,10,61484
1,1990,18,RCP,Diameter,2,5,10,61487
1,1990,18,RCP,Diameter,2,5,10,61491
