Count,Asset Material,Asset Diameter,Asset Install Year,BR,LoF Phys,LoF,CoF,Risk,Max CoF Factors,Replace Cost,Asset ID
1,RCP,18,2019,1.1,1,1,2,2,Diameter,$109334,61264
1,RCP,18,2019,1.1,1,1,2,2,Diameter,$53860,61295
1,RCP,18,2017,1.1,1,5,2,10,Diameter,$9246,61235
1,RCP,24,2016,1.2,1,1,2,2,Diameter,$40963,60846
1,RCP,24,2016,1.2,1,1,2,2,Diameter,$37439,60847
1,RCP,30,2016,1.2,1,1,2,2,Diameter,$160833,60849
1,RCP,24,2016,1.2,1,1,2,2,Diameter,$122088,60854
1,RCP,30,2016,1.2,1,1,2,2,Diameter,$143568,60857
1,RCP,24,2016,1.2,1,1,2,2,Diameter,$91053,60859
1,RCP,24,2016,1.2,1,1,2,2,Diameter,$39543,60860
1,RCP,24,2016,1.2,1,1,2,2,Diameter,$152491,60862
1,RCP,24,2016,1.2,1,1,2,2,Diameter,$168411,60864
1,RCP,24,2016,1.2,1,1,2,2,Diameter,$85768,60866
1,RCP,30,2016,1.2,1,1,2,2,"Diameter, Road",$26462,60848
1,RCP,24,2016,1.2,1,1,2,2,"Diameter, Road",$75710,60850
1,RCP,24,2016,1.2,1,1,2,2,"Diameter, Road",$53322,60851
1,RCP,24,2016,1.2,1,1,2,2,"Diameter, Road",$20449,60855
1,RCP,30,2016,1.2,1,1,2,2,"Diameter, Road",$115957,60856
1,RCP,24,2016,1.2,1,1,2,2,"Diameter, Road",$27003,60858
1,RCP,18,2016,1.2,1,1,2,2,"Diameter, Road",$21398,60861
1,RCP,18,2016,1.2,1,1,2,2,"Diameter, Road",$16579,60863
1,RCP,18,2016,1.2,1,1,2,2,"Diameter, Road",$16464,60865
1,RCP,24,2015,1.2,1,1,2,2,"Diameter, Road",$24368,53707
1,RCP,18,2014,1.2,1,1,2,2,Diameter,$49854,60836
1,RCP,24,2014,1.2,1,1,2,2,Diameter,$140101,60838
1,RCP,18,2014,1.2,1,1,2,2,"Diameter, Road",$16417,60837
1,RCP,18,2014,1.2,1,1,2,2,"Diameter, Road",$16543,60839
1,RCP,24,2013,1.2,1,1,2,2,Diameter,$91416,52082
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$101536,52247
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$8700,52402
1,RCP,24,2013,1.2,1,1,2,2,Diameter,$201552,52404
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$10693,52406
1,RCP,30,2013,1.2,1,1,2,2,Diameter,$124986,52434
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$13983,52444
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$109333,52679
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$109639,52683
1,RCP,24,2013,1.2,1,1,2,2,Diameter,$80216,58188
1,RCP,30,2013,1.2,1,1,2,2,Diameter,$20344,61562
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$59393,61564
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$99151,61565
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$96513,61566
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$78945,61568
1,RCP,30,2013,1.2,1,1,2,2,Diameter,$29832,61569
1,RCP,18,2013,1.2,1,1,2,2,Diameter,$79283,61571
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$12778,50693
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$17188,50694
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$15241,52083
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$12041,52246
1,RCP,24,2013,1.2,1,1,2,2,"Diameter, Road",$28417,52248
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$18338,52403
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$14274,52405
1,RCP,30,2013,1.2,1,1,2,2,"Diameter, Road",$165079,52435
1,RCP,30,2013,1.2,1,1,2,2,"Diameter, Road",$23732,52436
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$71601,52680
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$98851,52681
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$16485,52682
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$16845,52684
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$16552,52686
1,RCP,30,2013,1.2,1,1,2,2,"Diameter, Road",$141523,58187
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$11557,58232
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$17063,58233
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$16568,59846
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$15284,59847
1,RCP,24,2013,1.2,1,1,2,2,"Diameter, Road",$85098,59848
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$16726,59951
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$19200,60654
1,RCP,18,2013,1.2,1,1,2,2,"Diameter, Road",$140396,61573
1,RCP,15,2013,1.2,1,1,2,2,Road,$18575,58283
1,RCP,14,2013,1.2,1,1,2,2,Road,$12916,59145
1,RCP,24,2013,1.2,1,4,2,8,Diameter,$199217,58275
1,RCP,30,2013,1.2,1,4,2,8,Diameter,$311002,58278
1,RCP,18,2013,1.2,1,5,2,10,Diameter,$2908,58277
1,RCP,18,2013,1.2,1,5,2,10,"Diameter, Road",$13049,58276
1,RCP,18,2012,1.2,1,1,2,2,Diameter,$27794,51584
1,RCP,24,2012,1.2,1,1,2,2,Diameter,$8828,51620
1,RCP,18,2012,1.2,1,1,2,2,Diameter,$4930,51622
1,RCP,18,2012,1.2,1,1,2,2,Diameter,$26677,58061
1,RCP,24,2012,1.2,1,1,2,2,Diameter,$68788,59838
1,RCP,24,2012,1.2,1,1,2,2,"Diameter, Road",$122002,59839
1,RCP,18,2012,1.2,1,1,2,2,"Diameter, Road",$15381,59845
1,RCP,15,2012,1.2,1,1,2,2,Road,$12645,51580
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$11995,39223
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$12986,39224
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$6108,41497
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$33243,51076
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$34428,51077
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$9275,51083
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$13697,51086
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$14459,51088
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$8559,51090
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$17821,51114
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$8221,51117
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$7579,51120
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$60160,51151
1,RCP,30,2011,1.3,1,1,2,2,Diameter,$101456,51161
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$78729,51177
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$88577,51179
1,RCP,24,2011,1.3,1,1,2,2,Diameter,$226470,51181
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$71669,52653
1,RCP,24,2011,1.3,1,1,2,2,Diameter,$178266,52654
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$19239,59721
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$9122,59724
1,RCP,18,2011,1.3,1,1,2,2,Diameter,$19655,59727
1,RCP,24,2011,1.3,1,1,2,2,Diameter,$50214,59729
1,RCP,24,2011,1.3,1,1,2,2,Diameter,$91993,59730
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$10628,51082
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$24155,51085
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$16854,51087
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$8639,51089
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$16930,51137
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$16725,51142
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$22521,51153
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$22575,51154
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$22541,51156
1,RCP,24,2011,1.3,1,1,2,2,"Diameter, Road",$102813,51157
1,RCP,30,2011,1.3,1,1,2,2,"Diameter, Road",$123950,51158
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$38858,51159
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$22540,51160
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$15746,51176
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$80637,51178
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$28063,51180
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$16065,52652
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$16748,59720
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$16739,59723
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$12325,59725
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$16827,59726
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$17328,59728
1,RCP,24,2011,1.3,1,1,2,2,"Diameter, Road",$22748,59731
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$21968,59949
1,RCP,18,2011,1.3,1,1,2,2,"Diameter, Road",$75314,59950
1,RCP,13,2011,1.3,1,1,2,2,Road,$14547,51075
1,RCP,13,2011,1.3,1,1,2,2,Road,$13969,51078
1,RCP,13,2011,1.3,1,1,2,2,Road,$12152,51079
1,RCP,13,2011,1.3,1,1,2,2,Road,$12709,51084
1,RCP,24,2011,1.3,1,4,2,8,Diameter,$133305,51155
1,RCP,24,2011,1.3,1,4,2,8,Diameter,$64666,52092
1,RCP,24,2011,1.3,1,4,2,8,"Diameter, Road",$29157,52093
1,RCP,18,2011,1.3,1,5,2,10,Diameter,$37106,51140
1,RCP,18,2011,1.3,1,5,2,10,Diameter,$31330,51165
1,RCP,18,2011,1.3,1,5,2,10,Diameter,$33888,51166
1,RCP,18,2011,1.3,1,5,2,10,Diameter,$35922,52091
1,RCP,18,2011,1.3,1,5,2,10,Diameter,$68526,59859
1,RCP,18,2011,1.3,1,5,2,10,Diameter,$171294,59860
1,RCP,18,2011,1.3,1,5,2,10,"Diameter, Road",$22760,51139
1,RCP,18,2011,1.3,1,5,2,10,"Diameter, Road",$20120,51148
1,RCP,18,2011,1.3,1,5,2,10,"Diameter, Road",$22477,51150
1,RCP,18,2011,1.3,1,5,2,10,"Diameter, Road",$38591,51152
1,RCP,18,2011,1.3,1,5,2,10,"Diameter, Road",$22433,51162
1,RCP,18,2011,1.3,1,5,2,10,"Diameter, Road",$124113,51163
1,RCP,18,2011,1.3,1,5,2,10,"Diameter, Road",$35527,51167
1,RCP,15,2011,1.3,1,5,2,10,Road,$14487,59857
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$72600,38976
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$35333,40088
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$70083,41123
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$11706,41351
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$3601,48941
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$7847,48943
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$15894,49293
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$279278,49484
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$152651,49487
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$268947,49810
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$30917,49813
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$24994,49814
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$74966,50039
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$48351,51017
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$192739,51019
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$37099,56449
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$63715,56450
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$273906,56452
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$24038,56477
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$125682,58421
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$32891,58422
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$20939,58423
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$62169,59381
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$16350,59416
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$11469,59417
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$53781,59418
1,RCP,24,2010,1.3,1,1,2,2,Diameter,$156106,59421
1,RCP,18,2010,1.3,1,1,2,2,Diameter,$54977,59671
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16681,47300
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$59317,48939
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16690,48942
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16398,49292
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16841,49295
1,RCP,24,2010,1.3,1,1,2,2,"Diameter, Road",$32383,49473
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16546,49485
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16633,49486
1,RCP,24,2010,1.3,1,1,2,2,"Diameter, Road",$109360,49559
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16632,49807
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16810,49808
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16694,49809
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$15128,49812
1,RCP,24,2010,1.3,1,1,2,2,"Diameter, Road",$60437,51015
1,RCP,24,2010,1.3,1,1,2,2,"Diameter, Road",$31902,51016
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16612,51020
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16645,56451
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16843,57230
1,RCP,24,2010,1.3,1,1,2,2,"Diameter, Road",$69294,57231
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$17184,58418
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$10626,58419
1,RCP,24,2010,1.3,1,1,2,2,"Diameter, Road",$21134,58420
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$17583,59423
1,RCP,18,2010,1.3,1,1,2,2,"Diameter, Road",$16520,59510
1,RCP,15,2010,1.3,1,1,2,2,Road,$11448,46406
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$56678,38568
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$10738,38921
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$71865,38968
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$88768,38969
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$36983,38970
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$137318,39166
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$24473,39216
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$10042,39217
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8295,39218
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$24902,39219
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8906,39220
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8262,39221
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$12030,40056
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$25209,40057
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$29692,40457
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$44779,40458
1,RCP,30,2009,1.3,1,1,2,2,Diameter,$144673,41050
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$11144,41288
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$46150,41340
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$37978,41341
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$183472,41345
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$36646,41346
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$48836,46719
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$16174,46720
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$49484,46721
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$24913,46722
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$107628,47155
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$115321,48603
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$63859,48605
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$12949,48817
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8735,48819
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$16161,48850
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$72311,48887
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$12999,48888
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$38579,48889
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$5670,49029
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$16974,49041
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8318,49042
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$12976,49043
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$13550,49064
1,RCP,30,2009,1.3,1,1,2,2,Diameter,$90927,49065
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$17876,49084
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$17655,49093
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$5955,49691
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$11839,49695
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$18885,49696
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$46316,49713
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$10217,49714
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$11247,49715
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$56464,50975
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$18084,51029
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$7063,51034
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$26108,51038
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8545,51039
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$9969,51049
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$10345,51050
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$13341,51051
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8591,51052
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$42738,51059
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$159978,51061
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$148347,51063
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8690,51064
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$9137,51065
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$9006,51092
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$6565,51098
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8270,51103
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$11521,51107
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$9936,51110
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$6557,56013
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$19264,56842
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$57052,56844
1,RCP,30,2009,1.3,1,1,2,2,Diameter,$130974,57008
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$111791,57019
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$60079,57175
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8258,57921
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$6674,57922
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8965,57923
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$17527,57924
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$24990,59692
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$19595,59693
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8381,59694
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$13643,59695
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8178,59698
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8667,59699
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$9118,59700
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$10645,59702
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$10504,59703
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$25343,59707
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$136348,59708
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$159151,59709
1,RCP,24,2009,1.3,1,1,2,2,Diameter,$96009,59710
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$7722,59711
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8746,59712
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8616,59713
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8915,59714
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8089,59715
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8309,59716
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8526,59717
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8301,59718
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$8350,59719
1,RCP,18,2009,1.3,1,1,2,2,Diameter,$6856,60042
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$12360,38569
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$12712,38570
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$16501,38920
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$17233,38942
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$18662,38971
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$26449,41051
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$9582,41289
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$16474,47154
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$26146,48202
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$17071,48604
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$17873,48820
1,RCP,30,2009,1.3,1,1,2,2,"Diameter, Road",$148979,48849
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$12610,48971
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$8379,48973
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$20258,48975
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$18904,49030
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$21082,49063
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$9491,49083
1,RCP,24,2009,1.3,1,1,2,2,"Diameter, Road",$253412,49123
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$17448,49331
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$24908,49692
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$14856,49693
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$21765,49694
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$19217,49739
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$16781,49740
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$16951,50974
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$21892,51032
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$24023,51035
1,RCP,24,2009,1.3,1,1,2,2,"Diameter, Road",$41803,51036
1,RCP,24,2009,1.3,1,1,2,2,"Diameter, Road",$15855,51037
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$18735,51040
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$24413,51060
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$18030,51062
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$9509,51094
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$10980,51095
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$8931,51097
1,RCP,24,2009,1.3,1,1,2,2,"Diameter, Road",$88478,51099
1,RCP,30,2009,1.3,1,1,2,2,"Diameter, Road",$86405,51100
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$11484,51102
1,RCP,30,2009,1.3,1,1,2,2,"Diameter, Road",$114178,51104
1,RCP,30,2009,1.3,1,1,2,2,"Diameter, Road",$11236,51105
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$8207,51106
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$22704,51108
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$12921,51109
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$27858,51113
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$28638,52948
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$18937,56843
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$31966,57056
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$17111,59400
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$16495,59511
1,RCP,24,2009,1.3,1,1,2,2,"Diameter, Road",$77093,59701
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$20666,59705
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$24403,59706
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$14306,60043
1,RCP,18,2009,1.3,1,1,2,2,"Diameter, Road",$18066,61114
1,RCP,2,2009,1.3,1,1,2,2,Road,$21324,51054
1,RCP,18,2009,1.3,1,5,2,10,Diameter,$12860,51053
1,RCP,18,2009,1.3,1,5,2,10,Diameter,$67117,58448
1,RCP,18,2009,1.3,1,5,2,10,Diameter,$8109,59696
1,RCP,18,2009,1.3,1,5,2,10,Diameter,$12498,59697
1,RCP,18,2008,1.3,1,1,2,2,Diameter,$65302,38874
1,RCP,24,2008,1.3,1,1,2,2,Diameter,$17548,40022
1,RCP,24,2008,1.3,1,1,2,2,Diameter,$26922,41276
1,RCP,30,2008,1.3,1,1,2,2,Diameter,$43681,41434
1,RCP,18,2008,1.3,1,1,2,2,Diameter,$15539,47454
1,RCP,24,2008,1.3,1,1,2,2,Diameter,$166804,48520
1,RCP,18,2008,1.3,1,1,2,2,Diameter,$5605,48563
1,RCP,18,2008,1.3,1,1,2,2,Diameter,$4161,48564
1,RCP,30,2008,1.3,1,1,2,2,Diameter,$52679,48686
1,RCP,29,2008,1.3,1,1,2,2,Diameter,$108296,48742
1,RCP,24,2008,1.3,1,1,2,2,Diameter,$122834,48753
1,RCP,24,2008,1.3,1,1,2,2,Diameter,$126147,48781
1,RCP,29,2008,1.3,1,1,2,2,Diameter,$161492,48783
1,RCP,29,2008,1.3,1,1,2,2,Diameter,$97866,48784
1,RCP,24,2008,1.3,1,1,2,2,Diameter,$26522,49156
1,RCP,18,2008,1.3,1,1,2,2,Diameter,$11182,49158
